use#v#1161188,उपयोग करना, इस्तेमाल करना
make#v#2566500,किया
protein#n#14752903,प्रोटीन
free#a#1065188,स्वतंत्र,स्वाधीन,मुक्त,२. मुफ्त,निःशुल्क
forest#n#9306921,जंगल,वन,कानन,अरण्य
South#n#9073186,दक्षिण
paper#n#14998823,पत्र,कागज,२. लेखापत्र,दस्तावेज,३. हुंडी आदि,४. समाचार पत्र,अखबार
principle#n#5922132,मूल,मूल तत्व,आदि हेतु,२. तत्व,सिद्धान्त,स्वयं सिद्धि,३. नियम,विधि,व्यवस्था,रीति,४. इरादा,कारण,हेतु,५. मूल अंग,मूल द्रव्य,अवयव
poet#n#10463768,कवि
state#n#8671935,दशा,अवस्था,२. अधिकार,पद,धूमधाम,३. प्रजा,वर्ग,४. राष्ट्र,राज्य,सरकार
noise#n#7402109,आवाज,शब्द,शोर,गुल,२. अफवाह
pigment#n#15014387,रंग,रोगन
growth#n#13510240,उपज,बढाव,पैदावार,फल,परिणाम,संवृद्धि,विकास
glass#n#14905454,कांच,शीशा,२. दर्पण,२. प्याला,कांच का ग्लास,३. दुरबीन,चश्मा,ऐनक
axis#n#6017958,धुरी,अक्ष-रेखा
curve#n#7013729,वक्र वस्तु,वक्रता,२. वक्र रेखा,टेढी रेखा
Texas#n#9164256,टॅक्सस
race#n#7487797,तेज चाल,प्रगति,शर्त बदी हुई दौड,२. वंश,कुल,जाति,पीढी,३. जड,४. श्रेणी,वर्ग,५. स्वाद,मजा
spot#n#6408287,धब्बा,चित्ती,बिन्दु,२. जगह,स्थान,३. कलंक,दोष
instrument#n#3579967,हथियार,औजार,२. कल,३. लेख,लेखपत्र,४. जरिया,कारण,कारक,निमित्त,साधन
ring#n#13898031,गोल वस्तु,२. अंगूठी,बाली,नथिया,३. घण्टियों का शब्द,झंकार,४. चक्कर,घेर,५. मण्डली,टोली
assign#v#2233480,निर्दिष्ट करना,२. बतलाना,निरूपण करना
wind#n#11546388,हवा,वायु,सांस,बात,२. फैलाव
train#v#604693,शिक्षा देना,सिखाना,सधाना,काढना,निकालना,अभ्यास डालना,२. खींचना,ना
cook#v#1669533,पकाना,भोजन बनाना,रसोई बनाना,२. हेर फेर करना,अपने मतलब का बना लेना,बिगाड देना,झूठा कर देना,अशुद्ध कर देना
spike#n#4282780,बाल,२. कीला,खूंटा,३. शूल.
induce#v#772482,प्रेरित करना,लाना,उकसाना,उभाडना,कारण होना
composer#n#9966711,रचयिता,ग्रन्थकर्ता
rank#n#8448952,कतरा,पंक्ति,श्रेणी,वर्ग,भाग,हिस्सा,पद,दरजा,२. श्रेष्ठता
volume#n#13801244,घुमाव,लपेट,२. किताब,पोथी,जिळ,३. राशि,ढेर,विस्तार,फैलाव,पसार,४. घनफल
church#n#8099479,गिरजाघर,२. पादरी लोग,३. ईसाइयों का समुदाय
meat#n#7665463,मांस,गोश्त,२. खाना,आहार
accompany#v#2029396,साथ होना,साथ देना,साथ आना या जाना,( संगीत में स्वर मिलाना) ना,२. सेवा टहल के हेतु उपस्थित रहना
northern_hemisphere#n#8629219,उत्तरी गोलार्ध
authority#n#5203850,अधिकार,प्रभुत्व,प्रभाव,शक्ति,ऐश्वर्य,२. अधिकारी,३. प्रमाण
subject#n#6612141,विषय,प्रसंग,तात्पर्य,वर्णन,वस्तु,२. कर्त्ता,३. मन,सोचने वाला,४. प्रजा
band#n#8265959,पट्टी,बन्धन,२. समुदाय,दल,गिरोह,झुण्ड,३. गान मण्डली,गाने बजाने वालों का गिरोह
giving#n#1088005,
monetary_value#n#5152365,
joint#n#5602838,जोड,मिलाप,कब्जा,गांठ
day#n#15180180,दिन,दिवस,२. काल,नियत समय,३. चौबीस घंटे
human#a#2754015,मनुष्य का,मानवीय,मानुषिक
film#n#6273220,फिल्म,चलचित्र,२. झिल्ली,जाला,३. मकडी का तार,४. फूली,मांडा,परदा,५. चित्र लेने का माध्यम,फिल्म,६. पटल
heart#n#5927857,हृदय,दिल,२. दिलेरी,साहस,३. बीच का भाग,गूदा,४. भेद,छिपी बात,गुप्त अर्थ
dentition#n#5289932,दंतुरण
get#v#2215637,पाना,कमाना,पैदा करना,प्राप्त करना,लाना,२. सीखना,३. हाथ आना,मना लेना,मिला लेना,उसकाना,३. ले जाना,चले जाना
gratuity#n#13319724,इनाम,भेंट,प्रदान
helping#n#7593928,
attempt#n#787849,प्रयास,प्रयत्न,उद्योग,कोशिश
taste#n#5723230,आस्वादन,स्वाद,रसज्ञान,२. समझ,३. रुचि,अभिरुचि,पसंद,४. शैली,ढंग
South_Africa#n#9021852,दक्षिण अफ़्रीका
treatment#n#659325,प्रबंध,व्यवहार,बर्ताव,चाल,वर्णन,आचरण,२. चिकित्सा,उपचार
British#a#3033691,
absence#n#13984260,अनुपस्थिति,गैरहाजिरी,२. परोक्ष,न रहना,३. न होना,अभाव,४. शून्यमनस्कता,बेसुधी,५. वियोग
